#p (bar)	T (K)
1.000e-03	3.650e+03
2.154e-03	3.650e+03
4.642e-03	3.650e+03
1.000e-02	3.650e+03
2.154e-02	3.650e+03
4.642e-02	3.650e+03
1.000e-01	3.650e+03
2.154e-01	3.650e+03
4.642e-01	3.650e+03
1.000e+00	3.650e+03
2.154e+00	3.650e+03
4.642e+00	3.650e+03
1.000e+01	3.650e+03
2.154e+01	3.650e+03
4.642e+01	3.650e+03
1.000e+02	3.650e+03
2.154e+02	3.650e+03
4.642e+02	3.650e+03
1.000e+03	3.650e+03
1.000e-06	3.700e+03
2.154e-06	3.700e+03
4.642e-06	3.700e+03
1.000e-05	3.700e+03
2.154e-05	3.700e+03
4.642e-05	3.700e+03
1.000e-04	3.700e+03
2.154e-04	3.700e+03
4.642e-04	3.700e+03
1.000e-03	3.700e+03
2.154e-03	3.700e+03
4.642e-03	3.700e+03
1.000e-02	3.700e+03
2.154e-02	3.700e+03
4.642e-02	3.700e+03
1.000e-01	3.700e+03
2.154e-01	3.700e+03
4.642e-01	3.700e+03
1.000e+00	3.700e+03
2.154e+00	3.700e+03
4.642e+00	3.700e+03
1.000e+01	3.700e+03
2.154e+01	3.700e+03
4.642e+01	3.700e+03
1.000e+02	3.700e+03
2.154e+02	3.700e+03
4.642e+02	3.700e+03
1.000e+03	3.700e+03
1.000e-06	3.750e+03
2.154e-06	3.750e+03
4.642e-06	3.750e+03
1.000e-05	3.750e+03
2.154e-05	3.750e+03
4.642e-05	3.750e+03
1.000e-04	3.750e+03
2.154e-04	3.750e+03
4.642e-04	3.750e+03
1.000e-03	3.750e+03
2.154e-03	3.750e+03
4.642e-03	3.750e+03
1.000e-02	3.750e+03
2.154e-02	3.750e+03
4.642e-02	3.750e+03
1.000e-01	3.750e+03
2.154e-01	3.750e+03
4.642e-01	3.750e+03
1.000e+00	3.750e+03
2.154e+00	3.750e+03
4.642e+00	3.750e+03
1.000e+01	3.750e+03
2.154e+01	3.750e+03
4.642e+01	3.750e+03
1.000e+02	3.750e+03
2.154e+02	3.750e+03
4.642e+02	3.750e+03
1.000e+03	3.750e+03
1.000e-06	3.800e+03
2.154e-06	3.800e+03
4.642e-06	3.800e+03
1.000e-05	3.800e+03
2.154e-05	3.800e+03
4.642e-05	3.800e+03
1.000e-04	3.800e+03
2.154e-04	3.800e+03
4.642e-04	3.800e+03
1.000e-03	3.800e+03
2.154e-03	3.800e+03
4.642e-03	3.800e+03
1.000e-02	3.800e+03
2.154e-02	3.800e+03
4.642e-02	3.800e+03
1.000e-01	3.800e+03
2.154e-01	3.800e+03
4.642e-01	3.800e+03
1.000e+00	3.800e+03
2.154e+00	3.800e+03
4.642e+00	3.800e+03
1.000e+01	3.800e+03
2.154e+01	3.800e+03
4.642e+01	3.800e+03
1.000e+02	3.800e+03
2.154e+02	3.800e+03
4.642e+02	3.800e+03
1.000e+03	3.800e+03
1.000e-06	3.850e+03
2.154e-06	3.850e+03
4.642e-06	3.850e+03
1.000e-05	3.850e+03
2.154e-05	3.850e+03
4.642e-05	3.850e+03
1.000e-04	3.850e+03
2.154e-04	3.850e+03
4.642e-04	3.850e+03
1.000e-03	3.850e+03
2.154e-03	3.850e+03
4.642e-03	3.850e+03
1.000e-02	3.850e+03
2.154e-02	3.850e+03
4.642e-02	3.850e+03
1.000e-01	3.850e+03
2.154e-01	3.850e+03
4.642e-01	3.850e+03
1.000e+00	3.850e+03
2.154e+00	3.850e+03
4.642e+00	3.850e+03
1.000e+01	3.850e+03
2.154e+01	3.850e+03
4.642e+01	3.850e+03
1.000e+02	3.850e+03
2.154e+02	3.850e+03
4.642e+02	3.850e+03
1.000e+03	3.850e+03
1.000e-06	3.900e+03
2.154e-06	3.900e+03
4.642e-06	3.900e+03
1.000e-05	3.900e+03
2.154e-05	3.900e+03
4.642e-05	3.900e+03
1.000e-04	3.900e+03
2.154e-04	3.900e+03
4.642e-04	3.900e+03
1.000e-03	3.900e+03
2.154e-03	3.900e+03
4.642e-03	3.900e+03
1.000e-02	3.900e+03
2.154e-02	3.900e+03
4.642e-02	3.900e+03
1.000e-01	3.900e+03
2.154e-01	3.900e+03
4.642e-01	3.900e+03
1.000e+00	3.900e+03
2.154e+00	3.900e+03
4.642e+00	3.900e+03
1.000e+01	3.900e+03
2.154e+01	3.900e+03
4.642e+01	3.900e+03
1.000e+02	3.900e+03
2.154e+02	3.900e+03
4.642e+02	3.900e+03
1.000e+03	3.900e+03
1.000e-06	3.950e+03
2.154e-06	3.950e+03
4.642e-06	3.950e+03
1.000e-05	3.950e+03
2.154e-05	3.950e+03
4.642e-05	3.950e+03
1.000e-04	3.950e+03
2.154e-04	3.950e+03
4.642e-04	3.950e+03
1.000e-03	3.950e+03
2.154e-03	3.950e+03
4.642e-03	3.950e+03
1.000e-02	3.950e+03
2.154e-02	3.950e+03
4.642e-02	3.950e+03
1.000e-01	3.950e+03
2.154e-01	3.950e+03
4.642e-01	3.950e+03
1.000e+00	3.950e+03
2.154e+00	3.950e+03
4.642e+00	3.950e+03
1.000e+01	3.950e+03
2.154e+01	3.950e+03
4.642e+01	3.950e+03
1.000e+02	3.950e+03
2.154e+02	3.950e+03
4.642e+02	3.950e+03
1.000e+03	3.950e+03
1.000e-06	4.000e+03
2.154e-06	4.000e+03
4.642e-06	4.000e+03
1.000e-05	4.000e+03
2.154e-05	4.000e+03
4.642e-05	4.000e+03
1.000e-04	4.000e+03
2.154e-04	4.000e+03
4.642e-04	4.000e+03
1.000e-03	4.000e+03
2.154e-03	4.000e+03
4.642e-03	4.000e+03
1.000e-02	4.000e+03
2.154e-02	4.000e+03
4.642e-02	4.000e+03
1.000e-01	4.000e+03
2.154e-01	4.000e+03
4.642e-01	4.000e+03
1.000e+00	4.000e+03
2.154e+00	4.000e+03
4.642e+00	4.000e+03
1.000e+01	4.000e+03
2.154e+01	4.000e+03
4.642e+01	4.000e+03
1.000e+02	4.000e+03
2.154e+02	4.000e+03
4.642e+02	4.000e+03
1.000e+03	4.000e+03
1.000e-06	4.050e+03
2.154e-06	4.050e+03
4.642e-06	4.050e+03
1.000e-05	4.050e+03
2.154e-05	4.050e+03
4.642e-05	4.050e+03
1.000e-04	4.050e+03
2.154e-04	4.050e+03
4.642e-04	4.050e+03
1.000e-03	4.050e+03
2.154e-03	4.050e+03
4.642e-03	4.050e+03
1.000e-02	4.050e+03
2.154e-02	4.050e+03
4.642e-02	4.050e+03
1.000e-01	4.050e+03
2.154e-01	4.050e+03
4.642e-01	4.050e+03
1.000e+00	4.050e+03
2.154e+00	4.050e+03
4.642e+00	4.050e+03
1.000e+01	4.050e+03
2.154e+01	4.050e+03
4.642e+01	4.050e+03
1.000e+02	4.050e+03
2.154e+02	4.050e+03
4.642e+02	4.050e+03
1.000e+03	4.050e+03
1.000e-06	4.100e+03
2.154e-06	4.100e+03
4.642e-06	4.100e+03
1.000e-05	4.100e+03
2.154e-05	4.100e+03
4.642e-05	4.100e+03
1.000e-04	4.100e+03
2.154e-04	4.100e+03
4.642e-04	4.100e+03
1.000e-03	4.100e+03
2.154e-03	4.100e+03
4.642e-03	4.100e+03
1.000e-02	4.100e+03
2.154e-02	4.100e+03
4.642e-02	4.100e+03
1.000e-01	4.100e+03
2.154e-01	4.100e+03
4.642e-01	4.100e+03
1.000e+00	4.100e+03
2.154e+00	4.100e+03
4.642e+00	4.100e+03
1.000e+01	4.100e+03
2.154e+01	4.100e+03
4.642e+01	4.100e+03
1.000e+02	4.100e+03
2.154e+02	4.100e+03
4.642e+02	4.100e+03
1.000e+03	4.100e+03
1.000e-06	4.150e+03
2.154e-06	4.150e+03
4.642e-06	4.150e+03
1.000e-05	4.150e+03
2.154e-05	4.150e+03
4.642e-05	4.150e+03
1.000e-04	4.150e+03
2.154e-04	4.150e+03
4.642e-04	4.150e+03
1.000e-03	4.150e+03
2.154e-03	4.150e+03
4.642e-03	4.150e+03
1.000e-02	4.150e+03
2.154e-02	4.150e+03
4.642e-02	4.150e+03
1.000e-01	4.150e+03
2.154e-01	4.150e+03
4.642e-01	4.150e+03
1.000e+00	4.150e+03
2.154e+00	4.150e+03
4.642e+00	4.150e+03
1.000e+01	4.150e+03
2.154e+01	4.150e+03
4.642e+01	4.150e+03
1.000e+02	4.150e+03
2.154e+02	4.150e+03
4.642e+02	4.150e+03
1.000e+03	4.150e+03
1.000e-06	4.200e+03
2.154e-06	4.200e+03
4.642e-06	4.200e+03
1.000e-05	4.200e+03
2.154e-05	4.200e+03
4.642e-05	4.200e+03
1.000e-04	4.200e+03
2.154e-04	4.200e+03
4.642e-04	4.200e+03
1.000e-03	4.200e+03
2.154e-03	4.200e+03
4.642e-03	4.200e+03
1.000e-02	4.200e+03
2.154e-02	4.200e+03
4.642e-02	4.200e+03
1.000e-01	4.200e+03
2.154e-01	4.200e+03
4.642e-01	4.200e+03
1.000e+00	4.200e+03
2.154e+00	4.200e+03
4.642e+00	4.200e+03
1.000e+01	4.200e+03
2.154e+01	4.200e+03
4.642e+01	4.200e+03
1.000e+02	4.200e+03
2.154e+02	4.200e+03
4.642e+02	4.200e+03
1.000e+03	4.200e+03
1.000e-06	4.250e+03
2.154e-06	4.250e+03
4.642e-06	4.250e+03
1.000e-05	4.250e+03
2.154e-05	4.250e+03
4.642e-05	4.250e+03
1.000e-04	4.250e+03
2.154e-04	4.250e+03
4.642e-04	4.250e+03
1.000e-03	4.250e+03
2.154e-03	4.250e+03
4.642e-03	4.250e+03
1.000e-02	4.250e+03
2.154e-02	4.250e+03
4.642e-02	4.250e+03
1.000e-01	4.250e+03
2.154e-01	4.250e+03
4.642e-01	4.250e+03
1.000e+00	4.250e+03
2.154e+00	4.250e+03
4.642e+00	4.250e+03
1.000e+01	4.250e+03
2.154e+01	4.250e+03
4.642e+01	4.250e+03
1.000e+02	4.250e+03
2.154e+02	4.250e+03
4.642e+02	4.250e+03
1.000e+03	4.250e+03
1.000e-06	4.300e+03
2.154e-06	4.300e+03
4.642e-06	4.300e+03
1.000e-05	4.300e+03
2.154e-05	4.300e+03
4.642e-05	4.300e+03
1.000e-04	4.300e+03
2.154e-04	4.300e+03
4.642e-04	4.300e+03
1.000e-03	4.300e+03
2.154e-03	4.300e+03
4.642e-03	4.300e+03
1.000e-02	4.300e+03
2.154e-02	4.300e+03
4.642e-02	4.300e+03
1.000e-01	4.300e+03
2.154e-01	4.300e+03
4.642e-01	4.300e+03
1.000e+00	4.300e+03
2.154e+00	4.300e+03
4.642e+00	4.300e+03
1.000e+01	4.300e+03
2.154e+01	4.300e+03
4.642e+01	4.300e+03
1.000e+02	4.300e+03
2.154e+02	4.300e+03
4.642e+02	4.300e+03
1.000e+03	4.300e+03
1.000e-06	4.350e+03
2.154e-06	4.350e+03
4.642e-06	4.350e+03
1.000e-05	4.350e+03
2.154e-05	4.350e+03
4.642e-05	4.350e+03
1.000e-04	4.350e+03
2.154e-04	4.350e+03
4.642e-04	4.350e+03
1.000e-03	4.350e+03
2.154e-03	4.350e+03
4.642e-03	4.350e+03
1.000e-02	4.350e+03
2.154e-02	4.350e+03
4.642e-02	4.350e+03
1.000e-01	4.350e+03
2.154e-01	4.350e+03
4.642e-01	4.350e+03
1.000e+00	4.350e+03
2.154e+00	4.350e+03
4.642e+00	4.350e+03
1.000e+01	4.350e+03
2.154e+01	4.350e+03
4.642e+01	4.350e+03
1.000e+02	4.350e+03
2.154e+02	4.350e+03
4.642e+02	4.350e+03
1.000e+03	4.350e+03
1.000e-06	4.400e+03
2.154e-06	4.400e+03
4.642e-06	4.400e+03
1.000e-05	4.400e+03
2.154e-05	4.400e+03
4.642e-05	4.400e+03
1.000e-04	4.400e+03
2.154e-04	4.400e+03
4.642e-04	4.400e+03
1.000e-03	4.400e+03
2.154e-03	4.400e+03
4.642e-03	4.400e+03
1.000e-02	4.400e+03
2.154e-02	4.400e+03
4.642e-02	4.400e+03
1.000e-01	4.400e+03
2.154e-01	4.400e+03
4.642e-01	4.400e+03
1.000e+00	4.400e+03
2.154e+00	4.400e+03
4.642e+00	4.400e+03
1.000e+01	4.400e+03
2.154e+01	4.400e+03
4.642e+01	4.400e+03
1.000e+02	4.400e+03
2.154e+02	4.400e+03
4.642e+02	4.400e+03
1.000e+03	4.400e+03
1.000e-06	4.450e+03
2.154e-06	4.450e+03
4.642e-06	4.450e+03
1.000e-05	4.450e+03
2.154e-05	4.450e+03
4.642e-05	4.450e+03
1.000e-04	4.450e+03
2.154e-04	4.450e+03
4.642e-04	4.450e+03
1.000e-03	4.450e+03
2.154e-03	4.450e+03
4.642e-03	4.450e+03
1.000e-02	4.450e+03
2.154e-02	4.450e+03
4.642e-02	4.450e+03
1.000e-01	4.450e+03
2.154e-01	4.450e+03
4.642e-01	4.450e+03
1.000e+00	4.450e+03
2.154e+00	4.450e+03
4.642e+00	4.450e+03
1.000e+01	4.450e+03
2.154e+01	4.450e+03
4.642e+01	4.450e+03
1.000e+02	4.450e+03
2.154e+02	4.450e+03
4.642e+02	4.450e+03
1.000e+03	4.450e+03
1.000e-06	4.500e+03
2.154e-06	4.500e+03
4.642e-06	4.500e+03
1.000e-05	4.500e+03
2.154e-05	4.500e+03
4.642e-05	4.500e+03
1.000e-04	4.500e+03
2.154e-04	4.500e+03
4.642e-04	4.500e+03
1.000e-03	4.500e+03
2.154e-03	4.500e+03
4.642e-03	4.500e+03
1.000e-02	4.500e+03
2.154e-02	4.500e+03
4.642e-02	4.500e+03
1.000e-01	4.500e+03
2.154e-01	4.500e+03
4.642e-01	4.500e+03
1.000e+00	4.500e+03
2.154e+00	4.500e+03
4.642e+00	4.500e+03
1.000e+01	4.500e+03
2.154e+01	4.500e+03
4.642e+01	4.500e+03
1.000e+02	4.500e+03
2.154e+02	4.500e+03
4.642e+02	4.500e+03
1.000e+03	4.500e+03
1.000e-06	4.550e+03
2.154e-06	4.550e+03
4.642e-06	4.550e+03
1.000e-05	4.550e+03
2.154e-05	4.550e+03
4.642e-05	4.550e+03
1.000e-04	4.550e+03
2.154e-04	4.550e+03
4.642e-04	4.550e+03
1.000e-03	4.550e+03
2.154e-03	4.550e+03
4.642e-03	4.550e+03
1.000e-02	4.550e+03
2.154e-02	4.550e+03
4.642e-02	4.550e+03
1.000e-01	4.550e+03
2.154e-01	4.550e+03
4.642e-01	4.550e+03
1.000e+00	4.550e+03
2.154e+00	4.550e+03
4.642e+00	4.550e+03
1.000e+01	4.550e+03
2.154e+01	4.550e+03
4.642e+01	4.550e+03
1.000e+02	4.550e+03
2.154e+02	4.550e+03
4.642e+02	4.550e+03
1.000e+03	4.550e+03
1.000e-06	4.600e+03
2.154e-06	4.600e+03
4.642e-06	4.600e+03
1.000e-05	4.600e+03
2.154e-05	4.600e+03
4.642e-05	4.600e+03
1.000e-04	4.600e+03
2.154e-04	4.600e+03
4.642e-04	4.600e+03
1.000e-03	4.600e+03
2.154e-03	4.600e+03
4.642e-03	4.600e+03
1.000e-02	4.600e+03
2.154e-02	4.600e+03
4.642e-02	4.600e+03
1.000e-01	4.600e+03
2.154e-01	4.600e+03
4.642e-01	4.600e+03
1.000e+00	4.600e+03
2.154e+00	4.600e+03
4.642e+00	4.600e+03
1.000e+01	4.600e+03
2.154e+01	4.600e+03
4.642e+01	4.600e+03
1.000e+02	4.600e+03
2.154e+02	4.600e+03
4.642e+02	4.600e+03
1.000e+03	4.600e+03
1.000e-06	4.650e+03
2.154e-06	4.650e+03
4.642e-06	4.650e+03
1.000e-05	4.650e+03
2.154e-05	4.650e+03
4.642e-05	4.650e+03
1.000e-04	4.650e+03
2.154e-04	4.650e+03
4.642e-04	4.650e+03
1.000e-03	4.650e+03
2.154e-03	4.650e+03
4.642e-03	4.650e+03
1.000e-02	4.650e+03
2.154e-02	4.650e+03
4.642e-02	4.650e+03
1.000e-01	4.650e+03
2.154e-01	4.650e+03
4.642e-01	4.650e+03
1.000e+00	4.650e+03
2.154e+00	4.650e+03
4.642e+00	4.650e+03
1.000e+01	4.650e+03
2.154e+01	4.650e+03
4.642e+01	4.650e+03
1.000e+02	4.650e+03
2.154e+02	4.650e+03
4.642e+02	4.650e+03
1.000e+03	4.650e+03
1.000e-06	4.700e+03
2.154e-06	4.700e+03
4.642e-06	4.700e+03
1.000e-05	4.700e+03
2.154e-05	4.700e+03
4.642e-05	4.700e+03
1.000e-04	4.700e+03
2.154e-04	4.700e+03
4.642e-04	4.700e+03
1.000e-03	4.700e+03
2.154e-03	4.700e+03
4.642e-03	4.700e+03
1.000e-02	4.700e+03
2.154e-02	4.700e+03
4.642e-02	4.700e+03
1.000e-01	4.700e+03
2.154e-01	4.700e+03
4.642e-01	4.700e+03
1.000e+00	4.700e+03
2.154e+00	4.700e+03
4.642e+00	4.700e+03
1.000e+01	4.700e+03
2.154e+01	4.700e+03
4.642e+01	4.700e+03
1.000e+02	4.700e+03
2.154e+02	4.700e+03
4.642e+02	4.700e+03
1.000e+03	4.700e+03
1.000e-06	4.750e+03
2.154e-06	4.750e+03
4.642e-06	4.750e+03
1.000e-05	4.750e+03
2.154e-05	4.750e+03
4.642e-05	4.750e+03
1.000e-04	4.750e+03
2.154e-04	4.750e+03
4.642e-04	4.750e+03
1.000e-03	4.750e+03
2.154e-03	4.750e+03
4.642e-03	4.750e+03
1.000e-02	4.750e+03
2.154e-02	4.750e+03
4.642e-02	4.750e+03
1.000e-01	4.750e+03
2.154e-01	4.750e+03
4.642e-01	4.750e+03
1.000e+00	4.750e+03
2.154e+00	4.750e+03
4.642e+00	4.750e+03
1.000e+01	4.750e+03
2.154e+01	4.750e+03
4.642e+01	4.750e+03
1.000e+02	4.750e+03
2.154e+02	4.750e+03
4.642e+02	4.750e+03
1.000e+03	4.750e+03
1.000e-06	4.800e+03
2.154e-06	4.800e+03
4.642e-06	4.800e+03
1.000e-05	4.800e+03
2.154e-05	4.800e+03
4.642e-05	4.800e+03
1.000e-04	4.800e+03
2.154e-04	4.800e+03
4.642e-04	4.800e+03
1.000e-03	4.800e+03
2.154e-03	4.800e+03
4.642e-03	4.800e+03
1.000e-02	4.800e+03
2.154e-02	4.800e+03
4.642e-02	4.800e+03
1.000e-01	4.800e+03
2.154e-01	4.800e+03
4.642e-01	4.800e+03
1.000e+00	4.800e+03
2.154e+00	4.800e+03
4.642e+00	4.800e+03
1.000e+01	4.800e+03
2.154e+01	4.800e+03
4.642e+01	4.800e+03
1.000e+02	4.800e+03
2.154e+02	4.800e+03
4.642e+02	4.800e+03
1.000e+03	4.800e+03
1.000e-06	4.850e+03
2.154e-06	4.850e+03
4.642e-06	4.850e+03
1.000e-05	4.850e+03
2.154e-05	4.850e+03
4.642e-05	4.850e+03
1.000e-04	4.850e+03
2.154e-04	4.850e+03
4.642e-04	4.850e+03
1.000e-03	4.850e+03
2.154e-03	4.850e+03
4.642e-03	4.850e+03
1.000e-02	4.850e+03
2.154e-02	4.850e+03
4.642e-02	4.850e+03
1.000e-01	4.850e+03
2.154e-01	4.850e+03
4.642e-01	4.850e+03
1.000e+00	4.850e+03
2.154e+00	4.850e+03
4.642e+00	4.850e+03
1.000e+01	4.850e+03
2.154e+01	4.850e+03
4.642e+01	4.850e+03
1.000e+02	4.850e+03
2.154e+02	4.850e+03
4.642e+02	4.850e+03
1.000e+03	4.850e+03
1.000e-06	4.900e+03
2.154e-06	4.900e+03
4.642e-06	4.900e+03
1.000e-05	4.900e+03
2.154e-05	4.900e+03
4.642e-05	4.900e+03
1.000e-04	4.900e+03
2.154e-04	4.900e+03
4.642e-04	4.900e+03
1.000e-03	4.900e+03
2.154e-03	4.900e+03
4.642e-03	4.900e+03
1.000e-02	4.900e+03
2.154e-02	4.900e+03
4.642e-02	4.900e+03
1.000e-01	4.900e+03
2.154e-01	4.900e+03
4.642e-01	4.900e+03
1.000e+00	4.900e+03
2.154e+00	4.900e+03
4.642e+00	4.900e+03
1.000e+01	4.900e+03
2.154e+01	4.900e+03
4.642e+01	4.900e+03
1.000e+02	4.900e+03
2.154e+02	4.900e+03
4.642e+02	4.900e+03
1.000e+03	4.900e+03
1.000e-06	4.950e+03
2.154e-06	4.950e+03
4.642e-06	4.950e+03
1.000e-05	4.950e+03
2.154e-05	4.950e+03
4.642e-05	4.950e+03
1.000e-04	4.950e+03
2.154e-04	4.950e+03
4.642e-04	4.950e+03
1.000e-03	4.950e+03
2.154e-03	4.950e+03
4.642e-03	4.950e+03
1.000e-02	4.950e+03
2.154e-02	4.950e+03
4.642e-02	4.950e+03
1.000e-01	4.950e+03
2.154e-01	4.950e+03
4.642e-01	4.950e+03
1.000e+00	4.950e+03
2.154e+00	4.950e+03
4.642e+00	4.950e+03
1.000e+01	4.950e+03
2.154e+01	4.950e+03
4.642e+01	4.950e+03
1.000e+02	4.950e+03
2.154e+02	4.950e+03
4.642e+02	4.950e+03
1.000e+03	4.950e+03
1.000e-06	5.000e+03
2.154e-06	5.000e+03
4.642e-06	5.000e+03
1.000e-05	5.000e+03
2.154e-05	5.000e+03
4.642e-05	5.000e+03
1.000e-04	5.000e+03
2.154e-04	5.000e+03
4.642e-04	5.000e+03
1.000e-03	5.000e+03
2.154e-03	5.000e+03
4.642e-03	5.000e+03
1.000e-02	5.000e+03
2.154e-02	5.000e+03
4.642e-02	5.000e+03
1.000e-01	5.000e+03
2.154e-01	5.000e+03
4.642e-01	5.000e+03
1.000e+00	5.000e+03
2.154e+00	5.000e+03
4.642e+00	5.000e+03
1.000e+01	5.000e+03
2.154e+01	5.000e+03
4.642e+01	5.000e+03
1.000e+02	5.000e+03
2.154e+02	5.000e+03
4.642e+02	5.000e+03
1.000e+03	5.000e+03
1.000e-06	5.050e+03
2.154e-06	5.050e+03
4.642e-06	5.050e+03
1.000e-05	5.050e+03
2.154e-05	5.050e+03
4.642e-05	5.050e+03
1.000e-04	5.050e+03
2.154e-04	5.050e+03
4.642e-04	5.050e+03
1.000e-03	5.050e+03
2.154e-03	5.050e+03
4.642e-03	5.050e+03
1.000e-02	5.050e+03
2.154e-02	5.050e+03
4.642e-02	5.050e+03
1.000e-01	5.050e+03
2.154e-01	5.050e+03
4.642e-01	5.050e+03
1.000e+00	5.050e+03
2.154e+00	5.050e+03
4.642e+00	5.050e+03
1.000e+01	5.050e+03
2.154e+01	5.050e+03
4.642e+01	5.050e+03
1.000e+02	5.050e+03
2.154e+02	5.050e+03
4.642e+02	5.050e+03
1.000e+03	5.050e+03
1.000e-06	5.100e+03
2.154e-06	5.100e+03
4.642e-06	5.100e+03
1.000e-05	5.100e+03
2.154e-05	5.100e+03
4.642e-05	5.100e+03
1.000e-04	5.100e+03
2.154e-04	5.100e+03
4.642e-04	5.100e+03
1.000e-03	5.100e+03
2.154e-03	5.100e+03
4.642e-03	5.100e+03
1.000e-02	5.100e+03
2.154e-02	5.100e+03
4.642e-02	5.100e+03
1.000e-01	5.100e+03
2.154e-01	5.100e+03
4.642e-01	5.100e+03
1.000e+00	5.100e+03
2.154e+00	5.100e+03
4.642e+00	5.100e+03
1.000e+01	5.100e+03
2.154e+01	5.100e+03
4.642e+01	5.100e+03
1.000e+02	5.100e+03
2.154e+02	5.100e+03
4.642e+02	5.100e+03
1.000e+03	5.100e+03
1.000e-06	5.150e+03
2.154e-06	5.150e+03
4.642e-06	5.150e+03
1.000e-05	5.150e+03
2.154e-05	5.150e+03
4.642e-05	5.150e+03
1.000e-04	5.150e+03
2.154e-04	5.150e+03
4.642e-04	5.150e+03
1.000e-03	5.150e+03
2.154e-03	5.150e+03
4.642e-03	5.150e+03
1.000e-02	5.150e+03
2.154e-02	5.150e+03
4.642e-02	5.150e+03
1.000e-01	5.150e+03
2.154e-01	5.150e+03
4.642e-01	5.150e+03
1.000e+00	5.150e+03
2.154e+00	5.150e+03
4.642e+00	5.150e+03
1.000e+01	5.150e+03
2.154e+01	5.150e+03
4.642e+01	5.150e+03
1.000e+02	5.150e+03
2.154e+02	5.150e+03
4.642e+02	5.150e+03
1.000e+03	5.150e+03
1.000e-06	5.200e+03
2.154e-06	5.200e+03
4.642e-06	5.200e+03
1.000e-05	5.200e+03
2.154e-05	5.200e+03
4.642e-05	5.200e+03
1.000e-04	5.200e+03
2.154e-04	5.200e+03
4.642e-04	5.200e+03
1.000e-03	5.200e+03
2.154e-03	5.200e+03
4.642e-03	5.200e+03
1.000e-02	5.200e+03
2.154e-02	5.200e+03
4.642e-02	5.200e+03
1.000e-01	5.200e+03
2.154e-01	5.200e+03
4.642e-01	5.200e+03
1.000e+00	5.200e+03
2.154e+00	5.200e+03
4.642e+00	5.200e+03
1.000e+01	5.200e+03
2.154e+01	5.200e+03
4.642e+01	5.200e+03
1.000e+02	5.200e+03
2.154e+02	5.200e+03
4.642e+02	5.200e+03
1.000e+03	5.200e+03
1.000e-06	5.250e+03
2.154e-06	5.250e+03
4.642e-06	5.250e+03
1.000e-05	5.250e+03
2.154e-05	5.250e+03
4.642e-05	5.250e+03
1.000e-04	5.250e+03
2.154e-04	5.250e+03
4.642e-04	5.250e+03
1.000e-03	5.250e+03
2.154e-03	5.250e+03
4.642e-03	5.250e+03
1.000e-02	5.250e+03
2.154e-02	5.250e+03
4.642e-02	5.250e+03
1.000e-01	5.250e+03
2.154e-01	5.250e+03
4.642e-01	5.250e+03
1.000e+00	5.250e+03
2.154e+00	5.250e+03
4.642e+00	5.250e+03
1.000e+01	5.250e+03
2.154e+01	5.250e+03
4.642e+01	5.250e+03
1.000e+02	5.250e+03
2.154e+02	5.250e+03
4.642e+02	5.250e+03
1.000e+03	5.250e+03
1.000e-06	5.300e+03
2.154e-06	5.300e+03
4.642e-06	5.300e+03
1.000e-05	5.300e+03
2.154e-05	5.300e+03
4.642e-05	5.300e+03
1.000e-04	5.300e+03
2.154e-04	5.300e+03
4.642e-04	5.300e+03
1.000e-03	5.300e+03
2.154e-03	5.300e+03
4.642e-03	5.300e+03
1.000e-02	5.300e+03
2.154e-02	5.300e+03
4.642e-02	5.300e+03
1.000e-01	5.300e+03
2.154e-01	5.300e+03
4.642e-01	5.300e+03
1.000e+00	5.300e+03
2.154e+00	5.300e+03
4.642e+00	5.300e+03
1.000e+01	5.300e+03
2.154e+01	5.300e+03
4.642e+01	5.300e+03
1.000e+02	5.300e+03
2.154e+02	5.300e+03
4.642e+02	5.300e+03
1.000e+03	5.300e+03
1.000e-06	5.350e+03
2.154e-06	5.350e+03
4.642e-06	5.350e+03
1.000e-05	5.350e+03
2.154e-05	5.350e+03
4.642e-05	5.350e+03
1.000e-04	5.350e+03
2.154e-04	5.350e+03
4.642e-04	5.350e+03
1.000e-03	5.350e+03
2.154e-03	5.350e+03
4.642e-03	5.350e+03
1.000e-02	5.350e+03
2.154e-02	5.350e+03
4.642e-02	5.350e+03
1.000e-01	5.350e+03
2.154e-01	5.350e+03
4.642e-01	5.350e+03
1.000e+00	5.350e+03
2.154e+00	5.350e+03
4.642e+00	5.350e+03
1.000e+01	5.350e+03
2.154e+01	5.350e+03
4.642e+01	5.350e+03
1.000e+02	5.350e+03
2.154e+02	5.350e+03
4.642e+02	5.350e+03
1.000e+03	5.350e+03
1.000e-06	5.400e+03
2.154e-06	5.400e+03
4.642e-06	5.400e+03
1.000e-05	5.400e+03
2.154e-05	5.400e+03
4.642e-05	5.400e+03
1.000e-04	5.400e+03
2.154e-04	5.400e+03
4.642e-04	5.400e+03
1.000e-03	5.400e+03
2.154e-03	5.400e+03
4.642e-03	5.400e+03
1.000e-02	5.400e+03
2.154e-02	5.400e+03
4.642e-02	5.400e+03
1.000e-01	5.400e+03
2.154e-01	5.400e+03
4.642e-01	5.400e+03
1.000e+00	5.400e+03
2.154e+00	5.400e+03
4.642e+00	5.400e+03
1.000e+01	5.400e+03
2.154e+01	5.400e+03
4.642e+01	5.400e+03
1.000e+02	5.400e+03
2.154e+02	5.400e+03
4.642e+02	5.400e+03
1.000e+03	5.400e+03
